mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
89.35110301971436,5.081285279377674,0.11601543426513672,0.0031450955644451873,0.8195254015709299,0.6721514930979355,0.18480137906077673,7,7,1000,0.8494254787143889,"{'colsample_bytree': np.float64(0.8195254015709299), 'gamma': np.float64(0.6721514930979355), 'learning_rate': np.float64(0.18480137906077673), 'max_depth': 7, 'min_child_weight': 7, 'n_estimators': 1000, 'subsample': np.float64(0.8494254787143889)}",0.9779411764705882,0.9823529411764705,0.9838116261957321,0.9867549668874173,0.9808682855040471,0.9823457992468511,0.00293847605384794,182
310.46211156845095,2.532623592442194,0.150618839263916,0.011177240471805931,0.75375268291708,0.3380276852355778,0.026446763422058518,9,5,200,0.9166900152330658,"{'colsample_bytree': np.float64(0.75375268291708), 'gamma': np.float64(0.3380276852355778), 'learning_rate': np.float64(0.026446763422058518), 'max_depth': 9, 'min_child_weight': 5, 'n_estimators': 200, 'subsample': np.float64(0.9166900152330658)}",0.9735294117647059,0.975,0.9830757910228108,0.9786607799852833,0.9801324503311258,0.978079686620785,0.0034554895020186796,224
66.13013606071472,8.142499402089745,0.11632838249206542,0.0025754800851069074,0.8115579679011617,0.5544356488751458,0.2784230251048717,1,3,500,0.6080873589761303,"{'colsample_bytree': np.float64(0.8115579679011617), 'gamma': np.float64(0.5544356488751458), 'learning_rate': np.float64(0.2784230251048717), 'max_depth': 1, 'min_child_weight': 3, 'n_estimators': 500, 'subsample': np.float64(0.6080873589761303)}",0.9845588235294118,0.9808823529411764,0.9801324503311258,0.9845474613686535,0.9845474613686535,0.9829337099078043,0.0019952194094076657,163
79.79064645767212,10.193198109983872,0.113568115234375,0.0019789620023807487,0.9330479382191752,0.7225254007598804,0.26230352299157755,5,7,900,0.9203643007918577,"{'colsample_bytree': np.float64(0.9330479382191752), 'gamma': np.float64(0.7225254007598804), 'learning_rate': np.float64(0.26230352299157755), 'max_depth': 5, 'min_child_weight': 7, 'n_estimators': 900, 'subsample': np.float64(0.9203643007918577)}",0.9808823529411764,0.9823529411764705,0.9838116261957321,0.9911699779249448,0.9786607799852833,0.9833755356447215,0.00425285988004239,132
94.29297232627869,9.020855873869788,0.12077932357788086,0.01786444585756786,0.8081909918204819,0.6431036240951682,0.21898346987051584,3,3,1000,0.9778675668198336,"{'colsample_bytree': np.float64(0.8081909918204819), 'gamma': np.float64(0.6431036240951682), 'learning_rate': np.float64(0.21898346987051584), 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 1000, 'subsample': np.float64(0.9778675668198336)}",0.9830882352941176,0.9838235294117647,0.9896983075791023,0.9838116261957321,0.9830757910228108,0.9846994979007055,0.002520965147385169,73
175.04847745895387,11.648678471246985,0.12715435028076172,0.0018553873224354852,0.8087393287000286,0.4317295519924189,0.0867211275103418,7,5,800,0.6866201417697487,"{'colsample_bytree': np.float64(0.8087393287000286), 'gamma': np.float64(0.4317295519924189), 'learning_rate': np.float64(0.0867211275103418), 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 800, 'subsample': np.float64(0.6866201417697487)}",0.9816176470588235,0.9838235294117647,0.9889624724061811,0.986019131714496,0.9823399558498896,0.9845525472882309,0.0026697931275323603,79
62.14658532142639,0.584454979034267,0.11137948036193848,0.0004759679883643287,0.6540872693621808,0.3593128062345713,0.053405711483268115,1,1,200,0.9774992314058497,"{'colsample_bytree': np.float64(0.6540872693621808), 'gamma': np.float64(0.3593128062345713), 'learning_rate': np.float64(0.053405711483268115), 'max_depth': 1, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': np.float64(0.9774992314058497)}",0.9433823529411764,0.9360294117647059,0.9330389992641648,0.9426048565121413,0.9470198675496688,0.9404150976063714,0.005115930049304844,247
138.53812065124512,5.922760022167944,0.12958364486694335,0.02019452224500779,0.8727281196413934,0.3876063204590289,0.13673926660180902,3,7,1000,0.9879236270986995,"{'colsample_bytree': np.float64(0.8727281196413934), 'gamma': np.float64(0.3876063204590289), 'learning_rate': np.float64(0.13673926660180902), 'max_depth': 3, 'min_child_weight': 7, 'n_estimators': 1000, 'subsample': np.float64(0.9879236270986995)}",0.9823529411764705,0.9860294117647059,0.9874908020603385,0.9882266372332598,0.986019131714496,0.9860237847898541,0.002023850029384234,18
106.94056329727172,1.2835889965603786,0.1187314510345459,0.0031961382456199526,0.861256014319175,0.23672766810883614,0.11386412842116224,1,5,400,0.745484308377049,"{'colsample_bytree': np.float64(0.861256014319175), 'gamma': np.float64(0.23672766810883614), 'learning_rate': np.float64(0.11386412842116224), 'max_depth': 1, 'min_child_weight': 5, 'n_estimators': 400, 'subsample': np.float64(0.745484308377049)}",0.9794117647058823,0.9779411764705882,0.977924944812362,0.9786607799852833,0.9793966151582045,0.9786670562264641,0.0006579539674375428,223
60.72420511245728,8.889732685374222,0.11396894454956055,0.002542255882875253,0.8280787081671519,0.4508812107698563,0.2966284130371756,9,7,500,0.6645238071539985,"{'colsample_bytree': np.float64(0.8280787081671519), 'gamma': np.float64(0.4508812107698563), 'learning_rate': np.float64(0.2966284130371756), 'max_depth': 9, 'min_child_weight': 7, 'n_estimators': 500, 'subsample': np.float64(0.6645238071539985)}",0.9838235294117647,0.9823529411764705,0.9838116261957321,0.9838116261957321,0.9830757910228108,0.9833751028005022,0.000585934074920087,139
