baseScore0,inoScore0_float,inoScore0_double,baseScore1,inoScore1_float,inoScore1_double,label,inoLabel_float,inoLabel_double
9.143352508544922e-05,9.13739204406e-05,0.0000913963904185521869294461794197559356689453125000,0.9999085664749146,0.9999086260795592,0.9999086036095814,1,1,1
3.0517578125e-05,3.0517578125e-05,0.0000305021073708777734623254218604415655136108398437,0.999969482421875,0.999969482421875,0.9999694978926292,1,1,1
0.0451329946517944,0.0451329946517944,0.0451329632144413750438616261817514896392822265625000,0.9548670053482056,0.9548670053482056,0.9548670367855584,1,1,1
0.0013836622238159,0.0013836026191711,0.0013835964180334281437012577953282743692398071289062,0.998616337776184,0.9986163973808287,0.9986164035819663,1,1,1
0.003423273563385,0.0034232139587402,0.0034232008943205771700490913644898682832717895507812,0.996576726436615,0.9965767860412597,0.9965767991056792,1,1,1
0.0018075108528137,0.0018075108528137,0.0018075301776091512451216658519115298986434936523437,0.9981924891471864,0.9981924891471862,0.9981924698223908,1,1,1
0.000424325466156,0.000424325466156,0.0004243521240542280636987015896011143922805786132812,0.999575674533844,0.999575674533844,0.9995756478759455,1,1,1
0.0035404562950134,0.0035404562950134,0.0035404708399828788145669022924266755580902099609375,0.9964595437049866,0.9964595437049864,0.996459529160017,1,1,1
0.018934428691864,0.025165319442749,0.0189344200900577455115580960409715771675109863281250,0.981065571308136,0.9748346805572508,0.981065579909942,1,1,1
0.0017014145851135,0.0017013549804687,0.0017013789688661296040095294301863759756088256835937,0.9982985854148864,0.9982986450195312,0.9982986210311338,1,1,1
0.0613319277763366,0.0613319873809814,0.0613320564899072451225947588682174682617187500000000,0.9386680722236632,0.9386680126190184,0.9386679435100926,1,1,1
7.605552673339844e-05,7.59959220886e-05,0.0000760120953888776540452454355545341968536376953125,0.9999239444732666,0.9999240040779112,0.9999239879046112,1,1,1
1.2516975402832031e-05,1.25169754028e-05,0.0000125421037442396965388979879207909107208251953125,0.9999874830245972,0.9999874830245972,0.9999874578962558,1,1,1
0.0018646717071533,0.0018646717071533,0.0018646852792763013439980568364262580871582031250000,0.9981353282928468,0.9981353282928466,0.9981353147207236,1,1,1
0.003683865070343,0.0036839246749877,0.0036839263033751068476817636110354214906692504882812,0.996316134929657,0.9963160753250122,0.9963160736966248,1,1,1
0.0085598230361938,0.0085598230361938,0.0085597797891158187155724590411409735679626464843750,0.9914401769638062,0.991440176963806,0.9914402202108842,1,1,1
2.4199485778808597e-05,2.41994857788e-05,0.0000241714784375846036823531903792172670364379882812,0.9999758005142212,0.9999758005142212,0.9999758285215624,1,1,1
0.0001952052116394,0.0001952052116394,0.0001952008437594576761853204516228288412094116210937,0.9998047947883606,0.9998047947883604,0.9998047991562404,1,1,1
5.674362182617188e-05,5.67436218261e-05,0.0000567653278928936799729854101315140724182128906250,0.9999432563781738,0.9999432563781738,0.9999432346721072,1,1,1
0.0002774596214294,0.0002774596214294,0.0002774540854356688512893924780655652284622192382812,0.9997225403785706,0.9997225403785704,0.9997225459145642,1,1,1
0.0003274679183959,0.0003274679183959,0.0003274933247953137893659913970623165369033813476562,0.999672532081604,0.999672532081604,0.9996725066752048,1,1,1
0.0621627569198608,0.0621627569198608,0.0621627303453917701148156993440352380275726318359375,0.9378372430801392,0.9378372430801392,0.937837269654608,1,1,1
0.0009074211120605,0.0008569359779357,0.0009074227010027469120245768863242119550704956054687,0.9990925788879396,0.9991430640220642,0.9990925772989973,1,1,1
0.0016716122627258,0.001671552658081,0.0016715684080774728670348849846050143241882324218750,0.9983283877372742,0.9983284473419188,0.9983284315919224,1,1,1
0.0021301507949829,0.0021301507949829,0.0021301659276029560885490354849025607109069824218750,0.9978698492050172,0.997869849205017,0.9978698340723968,1,1,1
0.0002856850624084,0.0002856850624084,0.0002856851285235606496826221700757741928100585937500,0.9997143149375916,0.9997143149375916,0.9997143148714764,1,1,1
2.1219253540039062e-05,2.121925354e-05,0.0000212361413605144377925171284005045890808105468750,0.99997878074646,0.99997878074646,0.9999787638586392,1,1,1
3.063678741455078e-05,3.06367874145e-05,0.0000306559065078593206976620422210544347763061523437,0.9999693632125854,0.9999693632125854,0.999969344093492,1,1,1
0.0003021955490112,0.0003021955490112,0.0003021663337481328426292748190462589263916015625000,0.9996978044509888,0.9996978044509888,0.9996978336662518,1,1,1
7.092952728271484e-05,7.09295272827e-05,0.0000709443098133588634368607017677277326583862304687,0.9999290704727172,0.9999290704727172,0.9999290556901868,1,1,1
0.08550626039505,0.08550626039505,0.0855060967309418984427793475333601236343383789062500,0.91449373960495,0.91449373960495,0.914493903269058,1,1,1
0.0003880858421325,0.0003880262374877,0.0003880544744164771131522684299852699041366577148437,0.9996119141578674,0.9996119737625122,0.9996119455255836,1,1,1
0.0032340288162231,0.0032339692115783,0.0032339769971158061068194911058526486158370971679687,0.9967659711837769,0.9967660307884216,0.9967660230028842,1,1,1
4.172325134277344e-05,4.17232513427e-05,0.0000417073114699073599354051111731678247451782226562,0.9999582767486572,0.9999582767486572,0.99995829268853,1,1,1
0.0023040175437927,0.0023039579391479,0.0023039441794527881768317456590011715888977050781250,0.9976959824562072,0.997696042060852,0.9976960558205472,1,1,1
4.470348358154297e-05,4.47034835815e-05,0.0000447222148250991935469755844678729772567749023437,0.9999552965164183,0.9999552965164183,0.9999552777851748,1,1,1
0.0001243352890014,0.0001243352890014,0.0001243449223816694981792352336924523115158081054687,0.9998756647109984,0.9998756647109984,0.9998756550776184,1,1,1
0.0050076842308044,0.0050076842308044,0.0050076656128364982478728961723390966653823852539062,0.9949923157691956,0.9949923157691956,0.9949923343871636,1,1,1
0.0369633436203002,0.036963403224945,0.0369633876490270685266636974120046943426132202148437,0.9630366563796996,0.9630365967750548,0.9630366123509728,1,1,1
0.0048972368240356,0.0048972368240356,0.0048972556525040955577310342050623148679733276367187,0.9951027631759644,0.9951027631759644,0.995102744347496,1,1,1
0.0094989538192749,0.0094989538192749,0.0094989702569944221011155605083331465721130371093750,0.9905010461807252,0.990501046180725,0.9905010297430056,1,1,1
3.1113624572753906e-05,3.11136245727e-05,0.0000310933845508731820928005618043243885040283203125,0.9999688863754272,0.9999688863754272,0.9999689066154492,1,1,1
0.0054952502250671,0.0054951906204223,0.0054952109460979503552380265318788588047027587890625,0.9945047497749328,0.9945048093795776,0.994504789053902,1,1,1
5.662441253662109e-05,5.66244125366e-05,0.0000566046433136957460874327807687222957611083984375,0.9999433755874634,0.9999433755874632,0.9999433953566862,1,1,1
6.389617919921875e-05,6.38961791992e-05,0.0000639185736295289075314940419048070907592773437500,0.9999361038208008,0.9999361038208008,0.9999360814263704,1,1,1
4.041194915771485e-05,4.04119491577e-05,0.0000403946853286818452488660113885998725891113281250,0.9999595880508424,0.9999595880508422,0.9999596053146714,1,1,1
0.0012061595916748,0.0012061595916748,0.0012061813076272853706427667930256575345993041992187,0.9987938404083252,0.9987938404083252,0.9987938186923728,1,1,1
0.0132262706756591,0.0132263302803039,0.0132262944599382814558907739410642534494400024414062,0.9867737293243408,0.986773669719696,0.9867737055400616,1,1,1
2.47955322265625e-05,2.47359275817e-05,0.0000247633591571316813428893510717898607254028320312,0.9999752044677734,0.9999752640724182,0.9999752366408428,1,1,1
2.2411346435546875e-05,2.23517417907e-05,0.0000223611909657694951647499692626297473907470703125,0.9999775886535645,0.9999776482582092,0.9999776388090342,1,1,1
0.0235546231269836,0.0235546827316284,0.0235546186556621073293626977829262614250183105468750,0.9764453768730164,0.9764453172683716,0.9764453813443378,1,1,1
7.867813110351562e-06,7.8082084655e-06,0.0000078259354933107871943320787977427244186401367187,0.9999921321868896,0.9999921917915344,0.9999921740645068,1,1,1
6.103515625e-05,6.103515625e-05,0.0000610278246245821165416600706521421670913696289062,0.99993896484375,0.99993896484375,0.9999389721753754,1,1,1
3.719329833984375e-05,3.71932983398e-05,0.0000371927349398504247801611199975013732910156250000,0.9999628067016602,0.99996280670166,0.99996280726506,1,1,1
0.005582571029663,0.0055826306343078,0.0055826013652946482324068711022846400737762451171875,0.9944174289703368,0.994417369365692,0.9944173986347052,1,1,1
0.0041651725769042,0.0041651725769042,0.0041651755498858245019278001564089208841323852539062,0.9958348274230956,0.9958348274230956,0.995834824450114,1,1,1
6.330013275146484e-05,6.33597373962e-05,0.0000633359900835683831132882914971560239791870117187,0.9999366998672484,0.9999366402626036,0.9999366640099164,1,1,1
0.0038697719573974,0.0038697719573974,0.0038698010004226679470207272970583289861679077148437,0.9961302280426024,0.9961302280426024,0.9961301989995772,1,1,1
0.0013975501060485,0.0013976097106933,0.0013976052192358201509136961249168962240219116210937,0.9986024498939514,0.9986023902893066,0.998602394780764,1,1,1
0.0151644349098205,0.0151644349098205,0.0151644076492843948855693270161282271146774291992187,0.9848355650901794,0.9848355650901794,0.9848355923507156,1,1,1
0.0013381242752075,0.0013381242752075,0.0013381169411352811238202775712125003337860107421875,0.9986618757247924,0.9986618757247924,0.9986618830588646,1,1,1
6.496906280517578e-05,6.49690628051e-05,0.0000649460411883406862898482359014451503753662109375,0.9999350309371948,0.9999350309371948,0.9999350539588115,1,1,1
0.0007605552673339,0.0007606148719787,0.0007605985666840897607698934734798967838287353515625,0.999239444732666,0.9992393851280212,0.999239401433316,1,1,1
0.0063841342926025,0.0063841342926025,0.0063841450607554639518070871417876332998275756835937,0.9936158657073976,0.9936158657073973,0.9936158549392444,1,1,1
0.0019216537475585,0.0019217133522033,0.0019216955997666262945244852744508534669876098632812,0.9980783462524414,0.9980782866477966,0.9980783044002332,1,1,1
0.0007116198539733,0.0007116794586181,0.0007116658943616682719834898307453840970993041992187,0.9992883801460266,0.9992883205413818,0.9992883341056384,1,1,1
3.7550926208496094e-05,3.75509262084e-05,0.0000375430446359903413622305379249155521392822265625,0.9999624490737916,0.9999624490737916,0.999962456955364,1,1,1
0.0006473660469055,0.0006473660469055,0.0006473733983798357627392761060036718845367431640625,0.9993526339530944,0.9993526339530944,0.9993526266016202,1,1,1
0.0089061856269836,0.0089061856269836,0.0089062110163311558608256746083498001098632812500000,0.9910938143730164,0.9910938143730164,0.9910937889836688,1,1,1
0.0001710653305053,0.0001710057258605,0.0001710306634378211398939129139762371778488159179687,0.9998289346694946,0.9998289942741394,0.9998289693365622,1,1,1
0.1744188666343689,0.1744188070297241,0.1744188722363914045843102940125390887260437011718750,0.8255811333656311,0.8255811929702758,0.8255811277636086,1,1,1
0.0022467970848083,0.0022468566894531,0.0022468295579530783712129959894809871912002563476562,0.9977532029151917,0.9977531433105468,0.9977531704420468,1,1,1
0.0029953122138977,0.0029952526092529,0.0029952683912370936525348952272906899452209472656250,0.9970046877861024,0.997004747390747,0.9970047316087628,1,1,1
0.0004058480262756,0.0004058480262756,0.0004058526414093543976946421025786548852920532226562,0.9995941519737244,0.9995941519737244,0.9995941473585906,1,1,1
9.02414321899414e-05,9.01818275451e-05,0.0000902030411807919207944905792828649282455444335937,0.99990975856781,0.9999098181724548,0.9999097969588192,1,1,1
0.0031405687332153,0.0031405687332153,0.0031405460470437240871888207038864493370056152343750,0.9968594312667848,0.9968594312667846,0.996859453952956,1,1,1
2.3365020751953125e-05,2.33054161071e-05,0.0000233116241546982294607914809603244066238403320312,0.999976634979248,0.9999766945838928,0.9999766883758452,1,1,1
0.0013168454170227,0.0013168454170227,0.0013168695137572017372917798638809472322463989257812,0.9986831545829772,0.9986831545829772,0.9986831304862428,1,1,1
0.0001094341278076,0.0001093745231628,0.0001094004094267519988648018625099211931228637695312,0.9998905658721924,0.9998906254768372,0.9998905995905732,1,1,1
0.0011824965476989,0.0011824965476989,0.0011824895265831747437346166407223790884017944335937,0.998817503452301,0.998817503452301,0.9988175104734168,1,1,1
0.0021818876266479,0.0021818876266479,0.0021819019672947304044896554842125624418258666992187,0.997818112373352,0.997818112373352,0.9978180980327052,1,1,1
0.202368676662445,0.202368676662445,0.2023686248899957185187759023392572999000549316406250,0.7976313233375549,0.7976313233375549,0.7976313751100041,1,1,1
1.9073486328125e-05,1.91330909729e-05,0.0000191259085424722030666089267469942569732666015625,0.999980926513672,0.999980866909027,0.9999808740914576,1,1,1
0.0666674971580505,0.0666674375534057,0.0666674404513131158012129162671044468879699707031250,0.9333325028419496,0.9333325624465942,0.9333325595486868,1,1,1
5.507469177246094e-05,5.50746917724e-05,0.0000550719598870763604736566776409745216369628906250,0.9999449253082277,0.9999449253082277,0.999944928040113,1,1,1
3.314018249511719e-05,3.31401824951e-05,0.0000331368861532510550205188337713479995727539062500,0.9999668598175048,0.9999668598175048,0.9999668631138467,1,1,1
0.1108343005180358,0.1108342409133911,0.1108342296042422736590538079326506704092025756835937,0.8891656994819641,0.8891657590866088,0.8891657703957577,1,1,1
0.0001630783081054,0.0001630783081054,0.0001630824854457202377489011269062757492065429687500,0.9998369216918944,0.9998369216918944,0.9998369175145542,1,1,1
0.0001134872436523,0.0001134872436523,0.0001134719364520586637468113622162491083145141601562,0.9998865127563475,0.9998865127563475,0.999886528063548,1,1,1
0.0381898283958435,0.0381898283958435,0.0381898395065752858101859601447358727455139160156250,0.9618101716041564,0.9618101716041564,0.9618101604934248,1,1,1
7.76052474975586e-05,7.75456428527e-05,0.0000775613581426304321553288900759071111679077148437,0.9999223947525024,0.9999224543571472,0.9999224386418571,1,1,1
0.0010315179824829,0.0010314583778381,0.0010314716773323073795154414256103336811065673828125,0.9989684820175172,0.9989685416221618,0.9989685283226676,1,1,1
1.5854835510253906e-05,1.5914440155e-05,0.0000159075039727341049911046866327524185180664062500,0.9999841451644896,0.9999840855598447,0.9999840924960272,1,1,1
0.0003669261932373,0.0003668665885925,0.0003668915137834405371108914550859481096267700195312,0.9996330738067628,0.9996331334114074,0.9996331084862164,1,1,1
0.0010229349136352,0.00102299451828,0.0010229942088282317769198925816453993320465087890625,0.9989770650863647,0.99897700548172,0.9989770057911718,1,1,1
0.0005369782447814,0.0005370378494262,0.0005370386490827216974253133230376988649368286132812,0.9994630217552184,0.9994629621505736,0.9994629613509172,1,1,1
0.0001779198646545,0.0001779794692993,0.0001779868682433294324596317892428487539291381835937,0.9998220801353456,0.9998220205307006,0.9998220131317566,1,1,1
0.0005786418914794,0.0005786418914794,0.0005786194664665345044340938329696655273437500000000,0.9994213581085204,0.9994213581085204,0.9994213805335334,1,1,1
0.0375817418098449,0.0375816822052001,0.0375817262359797732429456118552479892969131469726562,0.962418258190155,0.9624183177947998,0.9624182737640202,1,1,1
0.0001009702682495,0.0001010298728942,0.0001010193825955463253762900421861559152603149414062,0.9998990297317504,0.9998989701271056,0.9998989806174045,1,1,1
