inoScore0;inoScore1;inoLabel
0.0000864314592019521654719937941990792751312255859375;0.9999135685407980034256070211995393037796020507812500;1
0.0010736380280572666023886085895355790853500366210937;0.9989263619719427111931508989073336124420166015625000;1
0.0001506045666856969944547017803415656089782714843750;0.9998493954333142141877033282071352005004882812500000;1
0.0018710498640832629035912759718485176563262939453125;0.9981289501359167815053297090344130992889404296875000;1
0.0098107191806906524078613074379973113536834716796875;0.9901892808193093031832177075557410717010498046875000;1
0.0010223469306829269243053204263560473918914794921875;0.9989776530693170286667736945673823356628417968750000;1
0.0013587709951822235510121572588104754686355590820312;0.9986412290048177098356063652317970991134643554687500;1
0.0002190180123665674827293514681514352560043334960937;0.9997809819876334103128101560287177562713623046875000;1
0.0031769964984365017812706355471163988113403320312500;0.9968230035015634982187293644528836011886596679687500;1
0.0013516720416987260122709813003893941640853881835937;0.9986483279583012517832685261964797973632812500000000;1
0.0001463312289892160222848360717762261629104614257812;0.9998536687710107173643336864188313484191894531250000;1
0.0019005685700136387694669792836066335439682006835937;0.9980994314299863390260725282132625579833984375000000;1
0.0001342442991254522155486483825370669364929199218750;0.9998657557008744589666093816049396991729736328125000;1
0.0000669100223981144992535519122611731290817260742187;0.9999330899776019521141279255971312522888183593750000;1
0.0001040829501218754060687388118822127580642700195312;0.9998959170498780579805497836787253618240356445312500;1
0.0000160794894451532499601853487547487020492553710937;0.9999839205105548245455793221481144428253173828125000;1
0.0075339635898309387229687672515865415334701538085937;0.9924660364101690390725707402452826499938964843750000;1
0.0015773879493209408408915805921424180269241333007812;0.9984226120506789925457269418984651565551757812500000;1
0.0002349179325413786045828601345419883728027343750000;0.9997650820674586213954171398654580116271972656250000;1
0.0000441410796803154426015680655837059020996093750000;0.9999558589203196845573984319344162940979003906250000;1
0.1994451225474772648738053248962387442588806152343750;0.8005548774525227173626262811012566089630126953125000;1
0.0020719209483723854958725496544502675533294677734375;0.9979280790516275700952064653392881155014038085937500;1
0.0000505548421823043270251218928024172782897949218750;0.9999494451578176068551329080946743488311767578125000;1
0.0000374205072490862988843218772672116756439208984375;0.9999625794927508692921946931164711713790893554687500;1
0.0000757592559508246665700426092371344566345214843750;0.9999242407440490865155879873782396316528320312500000;1
0.0001332385554629889057309810596052557229995727539062;0.9998667614445370332987295114435255527496337890625000;1
0.0110869926639313165495082103007007390260696411132812;0.9889130073360686168371103121899068355560302734375000;1
0.0000271272486038753868342610076069831848144531250000;0.9999728727513961246131657389923930168151855468750000;1
0.0015349796761129352873354037001263350248336791992187;0.9984650203238871313260460738092660903930664062500000;1
0.0002933312929703779659007523150648921728134155273437;0.9997066687070295998296387551818042993545532226562500;1
0.0170184504244302869935268063272815197706222534179687;0.9829815495755697796198546711821109056472778320312500;1
0.0000232240905891911708636143885087221860885620117187;0.9999767759094108754425178631208837032318115234375000;1
0.0704438834961403870238427771255373954772949218750000;0.9295561165038595419218836468644440174102783203125000;1
0.0000572309746863508550518417905550450086593627929687;0.9999427690253137157583296357188373804092407226562500;1
0.0009900983670038110417976895405445247888565063476562;0.9990099016329962111626628029625862836837768554687500;1
0.0031741096522877043639709881972521543502807617187500;0.9968258903477122956360290118027478456497192382812500;1
0.0006258235680054458072163470205850899219512939453125;0.9993741764319945986017046379856765270233154296875000;1
0.0004963975567439105063272108964156359434127807617187;0.9995036024432561561070542666129767894744873046875000;1
0.0857201030737596525455046503338962793350219726562500;0.9142798969262402764002217736560851335525512695312500;1
0.0424755738416354766684435162460431456565856933593750;0.9575244261583645055679880897514522075653076171875000;1
0.0032053705137353727394611269119195640087127685546875;0.9967946294862645828516178880818188190460205078125000;1
0.0129625197441963768696382430789526551961898803710937;0.9870374802558036009259012644179165363311767578125000;1
0.0025638949061952409635978256119415163993835449218750;0.9974361050938046702185602043755352497100830078125000;1
0.0005348749188244239505252153321634978055953979492187;0.9994651250811756426628562621772289276123046875000000;1
0.0000457062125372997840599964547436684370040893554687;0.9999542937874627668293214810546487569808959960937500;1
0.0001130810776028834396811362239532172679901123046875;0.9998869189223970721513978787697851657867431640625000;1
0.0000296591384880695585479770670644938945770263671875;0.9999703408615118860325310379266738891601562500000000;1
0.0018654346943197674946191000344697386026382446289062;0.9981345653056802547098413924686610698699951171875000;1
0.0055002085591657756680206148303113877773284912109375;0.9944997914408341799230584001634269952774047851562500;1
0.0067984607391503582007885597704444080591201782226562;0.9932015392608496640036719327326864004135131835937500;1
0.0000572187884492203480135685822460800409317016601562;0.9999427812115508018564469239208847284317016601562500;1
0.0002307414816209440999728030874393880367279052734375;0.9997692585183790114911062119062989950180053710937500;1
0.0000665186290400576751835615141317248344421386718750;0.9999334813709598535069744684733450412750244140625000;1
0.0043259871146525963325757402344606816768646240234375;0.9956740128853473592585032747592777013778686523437500;1
0.0000235292137091835940054806997068226337432861328125;0.9999764707862908608149155043065547943115234375000000;1
0.0000525255233067012383685323584359139204025268554687;0.9999474744766933653750129451509565114974975585937500;1
0.0012695967140305963738455830025486648082733154296875;0.9987304032859693592172334319911897182464599609375000;1
0.0001515561444493940257416397798806428909301757812500;0.9998484438555506059742583602201193571090698242187500;1
0.0021128198327959868407788235344924032688140869140625;0.9978871801672040575681421614717692136764526367187500;1
0.0021121124627417886543412350874859839677810668945312;0.9978878875372581447322772874031215906143188476562500;1
0.0000930717233840194779759258381091058254241943359375;0.9999069282766159361131030891556292772293090820312500;1
0.0223473241353098206474214748595841228961944580078125;0.9776526758646902237614995101466774940490722656250000;1
0.0002284882409845367945422367483843117952346801757812;0.9997715117590153965920762857422232627868652343750000;1
0.0010982853713159546060751381446607410907745361328125;0.9989017146286840898028458468616008758544921875000000;1
0.0000307446903292651896322240645531564950942993164062;0.9999692553096707570148282684385776519775390625000000;1
0.0000580482129088899512225907528772950172424316406250;0.9999419517870911988666193792596459388732910156250000;1
0.0021290196244218018151173055230174213647842407226562;0.9978709803755782203893431869801133871078491210937500;1
0.0001282146819769902634789104922674596309661865234375;0.9998717853180229653276001045014709234237670898437500;1
0.0005780888377540094325013342313468456268310546875000;0.9994219111622459905674986657686531543731689453125000;1
0.0000159475971972522501118874060921370983123779296875;0.9999840524028027033409671275876462459564208984375000;1
