baseScore_0;inoScore0_double;inoScore0_float;baseScore_1;inoScore1_double;inoScore1_float;baseLabel;inoLabel_double;inoLabel_float
8.64267349243164e-05;8.64314592019e-05;8.64267349243e-05;0.9999135732650756;0.999913568540798;0.9999135732650756;1;1;1
0.0010736584663391;0.0010736380280572;0.0010736584663391;0.9989263415336608;0.9989263619719428;0.9989263415336608;1;1;1
0.0001506805419921;0.0001506045666856;0.0001506209373474;0.9998493194580078;0.9998493954333142;0.9998493790626524;1;1;1
0.0018710494041442;0.0018710498640832;0.0018710494041442;0.9981289505958556;0.9981289501359168;0.9981289505958556;1;1;1
0.0098107457160949;0.0098107191806906;0.0098107457160949;0.990189254283905;0.9901892808193092;0.990189254283905;1;1;1
0.0010223388671875;0.0010223469306829;0.0010223388671875;0.9989776611328124;0.998977653069317;0.9989776611328124;1;1;1
0.0013588070869445;0.0013587709951822;0.0013587474822998;0.9986411929130554;0.9986412290048176;0.9986412525177;1;1;1
0.0002190470695495;0.0002190180123665;0.0002189874649047;0.9997809529304504;0.9997809819876334;0.9997810125350952;1;1;1
0.0031770467758178;0.0031769964984365;0.003176987171173;0.996822953224182;0.9968230035015634;0.9968230128288268;1;1;1
0.0013516545295715;0.0013516720416987;0.0013516545295715;0.9986483454704284;0.9986483279583012;0.9986483454704284;1;1;1
0.0001463890075683;0.0001463312289892;0.0001463294029235;0.9998536109924316;0.9998536687710108;0.9998536705970764;1;1;1
0.0019006133079528;0.0019005685700136;0.0019005537033081;0.9980993866920472;0.9980994314299864;0.9980994462966918;1;1;1
0.0001342296600341;0.0001342442991254;0.0001342296600341;0.9998657703399658;0.9998657557008744;0.9998657703399658;1;1;1
6.687641143798828e-05;6.69100223981e-05;6.69360160827e-05;0.999933123588562;0.999933089977602;0.9999330639839172;1;1;1
0.0001040697097778;0.0001040829501218;0.0001040697097778;0.9998959302902222;0.999895917049878;0.999895930290222;1;1;1
1.609325408935547e-05;1.60794894451e-05;1.60932540893e-05;0.9999839067459106;0.9999839205105548;0.9999839067459106;1;1;1
0.0075339078903198;0.0075339635898309;0.0075339674949645;0.9924660921096802;0.992466036410169;0.9924660325050354;1;1;1
0.0015773773193359;0.0015773879493209;0.0015773773193359;0.998422622680664;0.9984226120506788;0.998422622680664;1;1;1
0.0002349019050598;0.0002349179325413;0.0002349019050598;0.9997650980949402;0.9997650820674586;0.99976509809494;1;1;1
4.410743713378906e-05;4.41410796803e-05;4.41670417785e-05;0.9999558925628662;0.9999558589203196;0.9999558329582214;1;1;1
0.1994451284408569;0.1994451225474772;0.1994451284408569;0.8005548715591431;0.8005548774525227;0.800554871559143;1;1;1
0.0020719766616821;0.0020719209483723;0.0020719170570373;0.997928023338318;0.9979280790516276;0.9979280829429626;1;1;1
5.054473876953125e-05;5.05548421823e-05;5.05447387695e-05;0.9999494552612304;0.9999494451578176;0.9999494552612304;1;1;1
3.743171691894531e-05;3.7420507249e-05;3.74317169189e-05;0.999962568283081;0.9999625794927508;0.999962568283081;1;1;1
7.581710815429688e-05;7.57592559508e-05;7.57575035095e-05;0.9999241828918456;0.999924240744049;0.9999242424964904;1;1;1
0.0001332759857177;0.0001332385554629;0.0001332163810729;0.9998667240142822;0.999866761444537;0.999866783618927;1;1;1
0.0110870003700256;0.0110869926639313;0.0110870003700256;0.9889129996299744;0.9889130073360686;0.9889129996299744;1;1;1
2.7179718017578125e-05;2.71272486038e-05;2.71201133728e-05;0.9999728202819824;0.999972872751396;0.9999728798866272;1;1;1
0.0015349388122558;0.0015349796761129;0.0015349984169006;0.998465061187744;0.9984650203238872;0.9984650015830993;1;1;1
0.0002933144569396;0.0002933312929703;0.0002933144569396;0.9997066855430604;0.9997066687070296;0.9997066855430604;1;1;1
0.0170184969902038;0.0170184504244302;0.017018437385559;0.982981503009796;0.9829815495755696;0.9829815626144408;1;1;1
2.3245811462402344e-05;2.32240905891e-05;2.32458114624e-05;0.9999767541885376;0.9999767759094108;0.9999767541885376;1;1;1
0.0704439878463745;0.0704438834961403;0.0704439878463745;0.9295560121536256;0.9295561165038596;0.9295560121536254;1;1;1
5.7220458984375e-05;5.72309746863e-05;5.72204589843e-05;0.9999427795410156;0.9999427690253136;0.9999427795410156;1;1;1
0.0009901523590087;0.0009900983670038;0.000990092754364;0.9990098476409912;0.9990099016329962;0.999009907245636;1;1;1
0.0031740665435791;0.0031741096522877;0.0031741261482238;0.9968259334564208;0.9968258903477122;0.996825873851776;1;1;1
0.0006257891654968;0.0006258235680054;0.0006258487701416;0.9993742108345032;0.9993741764319944;0.9993741512298584;1;1;1
0.0004963874816894;0.0004963975567439;0.0004963874816894;0.9995036125183104;0.999503602443256;0.9995036125183104;1;1;1
0.0857200622558593;0.0857201030737596;0.0857201218605041;0.9142799377441406;0.9142798969262402;0.9142798781394958;1;1;1
0.0424755811691284;0.0424755738416354;0.0424755811691284;0.9575244188308716;0.9575244261583644;0.9575244188308716;1;1;1
0.0032053589820861;0.0032053705137353;0.0032053589820861;0.9967946410179138;0.9967946294862644;0.9967946410179138;1;1;1
0.0129625797271728;0.0129625197441963;0.012962520122528;0.9870374202728271;0.9870374802558036;0.987037479877472;1;1;1
0.0025638937950134;0.0025638949061952;0.0025638937950134;0.9974361062049866;0.9974361050938046;0.9974361062049864;1;1;1
0.0005348324775695;0.0005348749188244;0.0005348920822143;0.9994651675224304;0.9994651250811756;0.9994651079177856;1;1;1
4.565715789794922e-05;4.57062125372e-05;4.57167625427e-05;0.999954342842102;0.9999542937874628;0.9999542832374572;1;1;1
0.0001131296157836;0.0001130810776028;0.0001130700111389;0.9998868703842164;0.999886918922397;0.999886929988861;1;1;1
2.968311309814453e-05;2.9659138488e-05;2.96831130981e-05;0.999970316886902;0.9999703408615118;0.9999703168869019;1;1;1
0.0018655061721801;0.0018654346943197;0.0018654465675354;0.9981344938278198;0.9981345653056802;0.9981345534324644;1;1;1
0.0055001974105834;0.0055002085591657;0.0055001974105834;0.9944998025894164;0.994499791440834;0.9944998025894164;1;1;1
0.0067984461784362;0.0067984607391503;0.0067984461784362;0.9932015538215636;0.9932015392608496;0.9932015538215636;1;1;1
5.7220458984375e-05;5.72187884492e-05;5.72204589843e-05;0.9999427795410156;0.9999427812115508;0.9999427795410156;1;1;1
0.0002307295799255;0.0002307414816209;0.0002307295799255;0.9997692704200744;0.999769258518379;0.9997692704200744;1;1;1
6.651878356933594e-05;6.651862904e-05;6.65187835693e-05;0.9999334812164308;0.9999334813709598;0.9999334812164306;1;1;1
0.004326045513153;0.0043259871146525;0.0043259859085083;0.9956739544868468;0.9956740128853472;0.9956740140914916;1;1;1
2.3484230041503903e-05;2.35292137091e-05;2.35438346862e-05;0.9999765157699584;0.9999764707862908;0.9999764561653136;1;1;1
5.257129669189453e-05;5.25255233067e-05;5.25116920471e-05;0.999947428703308;0.9999474744766932;0.9999474883079528;1;1;1
0.0012696385383605;0.0012695967140305;0.0012695789337158;0.9987303614616394;0.9987304032859692;0.998730421066284;1;1;1
0.0001516342163085;0.0001515561444493;0.0001515746116638;0.9998483657836914;0.9998484438555506;0.999848425388336;1;1;1
0.0021128058433532;0.0021128198327959;0.0021128058433532;0.9978871941566468;0.997887180167204;0.9978871941566468;1;1;1
0.0021120905876159;0.0021121124627417;0.0021120905876159;0.997887909412384;0.997887887537258;0.997887909412384;1;1;1
9.310245513916016e-05;9.3071723384e-05;9.30428504943e-05;0.9999068975448608;0.999906928276616;0.9999069571495056;1;1;1
0.0223473310470581;0.0223473241353098;0.0223473310470581;0.977652668952942;0.9776526758646902;0.9776526689529418;1;1;1
0.000228464603424;0.0002284882409845;0.000228464603424;0.999771535396576;0.9997715117590152;0.999771535396576;1;1;1
0.0010982751846313;0.0010982853713159;0.0010982751846313;0.9989017248153688;0.998901714628684;0.9989017248153687;1;1;1
3.075599670410156e-05;3.07446903292e-05;3.07559967041e-05;0.999969244003296;0.9999692553096708;0.9999692440032958;1;1;1
5.805492401123047e-05;5.80482129088e-05;5.80549240112e-05;0.9999419450759888;0.9999419517870912;0.9999419450759888;1;1;1
0.0021290779113769;0.0021290196244218;0.0021290183067321;0.997870922088623;0.9978709803755782;0.9978709816932678;1;1;1
0.0001282691955566;0.0001282146819769;0.0001282095909118;0.9998717308044434;0.9998717853180228;0.999871790409088;1;1;1
0.0005780458450317;0.000578088837754;0.0005781054496765;0.9994219541549684;0.999421911162246;0.9994218945503234;1;1;1
1.5974044799804688e-05;1.59475971972e-05;1.59740447998e-05;0.9999840259552002;0.9999840524028027;0.9999840259552;1;1;1
2.5033950805664062e-05;2.50088169617e-05;2.50339508056e-05;0.9999749660491944;0.999974991183038;0.9999749660491944;1;1;1
0.0001254081726074;0.0001253779605546;0.0001253485679626;0.9998745918273926;0.9998746220394452;0.9998746514320372;1;1;1
0.0004818439483642;0.0004818846728912;0.000481903553009;0.9995181560516356;0.9995181153271088;0.9995180964469907;1;1;1
4.470348358154297e-05;4.47263966875e-05;4.47034835815e-05;0.9999552965164183;0.9999552736033124;0.9999552965164183;1;1;1
3.707408905029297e-05;3.70556659458e-05;3.70740890502e-05;0.9999629259109496;0.999962944334054;0.9999629259109496;1;1;1
5.316734313964844e-05;5.31461358108e-05;5.31673431396e-05;0.9999468326568604;0.9999468538641892;0.9999468326568604;1;1;1
9.143352508544922e-05;9.13948725621e-05;9.13739204406e-05;0.9999085664749146;0.9999086051274378;0.9999086260795592;1;1;1
0.0004383921623229;0.0004383265497801;0.0004383325576782;0.999561607837677;0.9995616734502196;0.9995616674423216;1;1;1
2.777576446533203e-05;2.78345560028e-05;2.78353691101e-05;0.9999722242355348;0.9999721654439973;0.9999721646308898;1;1;1
0.0029923319816589;0.0029923499843803;0.0029923319816589;0.9970076680183412;0.9970076500156196;0.997007668018341;1;1;1
0.0045424699783325;0.0045425218280593;0.0045425295829772;0.9954575300216676;0.9954574781719406;0.9954574704170228;1;1;1
0.0623009204864501;0.0623009245221314;0.0623009204864501;0.9376990795135498;0.9376990754778683;0.9376990795135498;1;1;1
4.911422729492188e-05;4.90870182826e-05;4.91142272949e-05;0.9999508857727052;0.9999509129817172;0.999950885772705;1;1;1
0.0037201046943664;0.0037200532062581;0.0037200450897216;0.9962798953056335;0.9962799467937418;0.9962799549102784;1;1;1
0.0002968907356262;0.0002969007977212;0.0002968907356262;0.9997031092643738;0.9997030992022788;0.9997031092643736;1;1;1
0.2057202458381652;0.2057202645657061;0.2057202458381652;0.7942797541618347;0.7942797354342938;0.7942797541618347;1;1;1
0.0017055869102478;0.0017055570517845;0.001705527305603;0.9982944130897522;0.9982944429482155;0.9982944726943968;1;1;1
0.0018671154975891;0.0018670896393724;0.0018671154975891;0.9981328845024108;0.9981329103606276;0.9981328845024108;1;1;1
0.0102424621582031;0.0102424016641411;0.0102424025535583;0.9897575378417968;0.9897575983358587;0.9897575974464417;1;1;1
0.0227981209754943;0.0227980689024382;0.0227980613708496;0.9772018790245056;0.9772019310975616;0.9772019386291504;1;1;1
0.0001059770584106;0.0001059416386384;0.0001059174537658;0.9998940229415894;0.9998940583613616;0.999894082546234;1;1;1
0.0011238455772399;0.0011238585265034;0.0011238455772399;0.99887615442276;0.9988761414734966;0.99887615442276;1;1;1
0.0028501152992248;0.0028501172350616;0.0028501152992248;0.9971498847007751;0.9971498827649384;0.9971498847007751;1;1;1
0.0009773969650268;0.0009773364237775;0.000977337360382;0.9990226030349731;0.9990226635762224;0.999022662639618;1;1;1
0.001177966594696;0.0011779542627677;0.001177966594696;0.998822033405304;0.998822045737232;0.998822033405304;1;1;1
0.0014017224311828;0.0014017122970795;0.0014017224311828;0.9985982775688172;0.9985982877029204;0.9985982775688172;1;1;1
0.0924950838088989;0.0924949852773807;0.0924950838088989;0.9075049161911012;0.9075050147226192;0.907504916191101;1;1;1
0.0026852488517761;0.0026852016044934;0.0026851892471313;0.997314751148224;0.9973147983955064;0.9973148107528687;1;1;1
0.0027733445167541;0.0027732765941766;0.0027732849121093;0.9972266554832458;0.9972267234058232;0.9972267150878906;1;1;1
0.0700236558914184;0.0700235443982291;0.0700235962867736;0.9299763441085817;0.9299764556017708;0.9299764037132264;1;1;1
0.0029368996620178;0.0029368766007686;0.0029368996620178;0.9970631003379822;0.9970631233992312;0.997063100337982;1;1;1
0.002345323562622;0.0023453105935984;0.002345323562622;0.997654676437378;0.9976546894064015;0.997654676437378;1;1;1
0.118006944656372;0.1180068139124274;0.1180068850517272;0.8819930553436279;0.8819931860875726;0.8819931149482727;1;1;1
5.412101745605469e-05;5.41525452231e-05;5.41806221008e-05;0.999945878982544;0.9999458474547768;0.9999458193778992;1;1;1
0.0047881603240966;0.0047881279558636;0.0047881603240966;0.9952118396759032;0.9952118720441362;0.9952118396759032;1;1;1
1.4185905456542969e-05;1.42273202586e-05;1.42455101013e-05;0.9999858140945436;0.9999857726797412;0.9999857544898986;1;1;1
2.396106719970703e-05;2.40168454633e-05;1.97291374206e-05;0.9999760389328004;0.9999759831545366;0.9999802708625792;1;1;1
0.0001522302627563;0.0001522335723508;0.0001522302627563;0.9998477697372437;0.999847766427649;0.9998477697372437;1;1;1
0.2086811661720276;0.2086811507135892;0.2086811661720275;0.7913188338279724;0.7913188492864106;0.7913188338279724;1;1;1
8.225440979003906e-05;8.22959530992e-05;8.23140144348e-05;0.99991774559021;0.9999177040469008;0.9999176859855652;1;1;1
0.0042570233345031;0.0042569834809569;0.0042569637298583;0.9957429766654968;0.995743016519043;0.9957430362701416;1;1;1
0.0024189949035644;0.0024189447192923;0.0024189352989196;0.9975810050964355;0.9975810552807076;0.9975810647010804;1;1;1
8.177757263183594e-05;8.1812462217e-05;8.18371772766e-05;0.9999182224273682;0.9999181875377828;0.9999181628227232;1;1;1
0.0187061429023742;0.0187060787486815;0.0187061429023742;0.9812938570976256;0.9812939212513184;0.9812938570976256;1;1;1
0.0007787942886352;0.0007787801614342;0.0007787942886352;0.9992212057113647;0.9992212198385656;0.9992212057113647;1;1;1
0.0401493310928344;0.0401493910004521;0.0401493906974792;0.9598506689071656;0.9598506089995478;0.9598506093025208;1;1;1
3.2782554626464844e-05;3.27906586889e-05;3.27825546264e-05;0.9999672174453736;0.999967209341311;0.9999672174453736;1;1;1
0.0111952424049377;0.011195238258112;0.0111952424049377;0.9888047575950624;0.9888047617418878;0.9888047575950621;1;1;1
0.0013332366943359;0.001333258254672;0.0013332366943359;0.998666763305664;0.998666741745328;0.998666763305664;1;1;1
