"fBodyAccJerk-bandsEnergy()-1,24_1","fBodyAcc-bandsEnergy()-1,8_2",tGravityAcc-min()-X,fBodyAccMag-mad(),tBodyAccJerk-mad()-Y,fBodyAcc-max()-Z,fBodyAccMag-std(),"tGravityAcc-arCoeff()-Z,1","fBodyGyro-bandsEnergy()-1,16",fBodyGyro-std()-X,tGravityAcc-mean()-X,"fBodyAccJerk-bandsEnergy()-9,16_2",tGravityAcc-max()-Y,tBodyAcc-max()-X,fBodyAcc-skewness()-X,"tGravityAcc-arCoeff()-X,1",fBodyAccJerk-mad()-Z,fBodyAcc-max()-X,tBodyAccMag-max(),fBodyBodyAccJerkMag-max(),tBodyGyro-energy()-Z,"tGravityAcc-arCoeff()-Y,2",tBodyAcc-energy()-X,fBodyGyro-mean()-X,fBodyAcc-mad()-X,fBodyAcc-std()-X,"fBodyGyro-bandsEnergy()-1,24_1",fBodyGyro-maxInds-Z,"fBodyAcc-bandsEnergy()-17,32_1",tBodyGyro-max()-X,tBodyGyro-sma(),tBodyAccJerk-std()-Z,tBodyAccMag-std(),fBodyAccJerk-mad()-Y,tBodyGyroMag-mean(),fBodyAcc-std()-Y,tBodyAcc-mad()-Y,tGravityAcc-mean()-Y,fBodyBodyGyroMag-maxInds,"fBodyAccJerk-bandsEnergy()-49,56",tBodyAccJerk-std()-Y,fBodyGyro-mad()-X,"tGravityAcc-arCoeff()-Z,2",tBodyGyroJerk-iqr()-X,fBodyGyro-maxInds-X,fBodyBodyAccJerkMag-std(),tBodyAccJerk-entropy()-Z,tBodyAcc-std()-Z,tBodyGyro-std()-Y,"fBodyAccJerk-bandsEnergy()-1,16_2","tGravityAcc-arCoeff()-Y,3",fBodyGyro-max()-Z,fBodyGyro-entropy()-Y,tGravityAcc-energy()-Y,"fBodyGyro-bandsEnergy()-25,48_2",tBodyAccJerk-max()-X,"fBodyAcc-bandsEnergy()-1,8",tBodyAcc-iqr()-Y,"fBodyAcc-bandsEnergy()-9,16",tBodyAccMag-mad(),fBodyAccJerk-mean()-Z,fBodyAcc-max()-Y,tBodyGyroJerkMag-mean(),"tGravityAcc-arCoeff()-Y,1",tBodyGyroMag-arCoeff()2,"angle(Y,gravityMean)",fBodyAccMag-entropy(),"fBodyGyro-bandsEnergy()-1,8_1",tBodyAcc-min()-Y,"fBodyAcc-bandsEnergy()-17,24_2","fBodyAccJerk-bandsEnergy()-1,8_2",tBodyGyroJerk-entropy()-X,tGravityAcc-min()-Y,tBodyGyro-iqr()-X,tGravityAcc-mean()-Z,tBodyAcc-energy()-Y,tBodyAccJerk-max()-Z,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyGyro-std()-Y,tBodyGyro-min()-Z,"tGravityAcc-arCoeff()-Z,4",tGravityAcc-min()-Z,"tBodyAcc-correlation()-X,Y","fBodyGyro-bandsEnergy()-1,8_2",fBodyGyro-meanFreq()-X,tBodyGyro-mad()-X,"angle(X,gravityMean)",tBodyGyro-entropy()-X,"fBodyGyro-bandsEnergy()-17,24_2",tGravityAcc-max()-X,tBodyAccJerk-entropy()-X,fBodyAccMag-meanFreq(),tBodyGyroMag-energy(),tBodyAcc-entropy()-X,tBodyAccJerk-mad()-Z,"fBodyAccJerk-bandsEnergy()-9,16_1","fBodyGyro-bandsEnergy()-9,16_2",fBodyGyro-mad()-Z,"fBodyGyro-bandsEnergy()-49,64_2",fBodyAccJerk-sma(),tGravityAcc-entropy()-X,"fBodyAccJerk-bandsEnergy()-17,24_2","tBodyGyro-correlation()-Y,Z","fBodyGyro-bandsEnergy()-49,56_2","tGravityAcc-arCoeff()-Z,3",tBodyAccMag-arCoeff()1,tBodyGyro-iqr()-Y,tBodyGyro-min()-X,tBodyGyroJerk-entropy()-Z,fBodyGyro-max()-X,"tBodyAcc-correlation()-X,Z",fBodyAcc-maxInds-Z,tGravityAcc-sma(),tBodyGyroMag-entropy(),tGravityAcc-max()-Z,fBodyGyro-entropy()-X,tGravityAcc-std()-X,tBodyGyro-std()-Z,fBodyAcc-mean()-X,tBodyAcc-iqr()-Z,fBodyAcc-kurtosis()-Y,tBodyGyroJerk-max()-Z,tBodyGyroJerk-sma(),"fBodyGyro-bandsEnergy()-1,8","angle(tBodyGyroJerkMean,gravityMean)",tBodyAcc-sma(),tBodyGyro-std()-X,fBodyGyro-iqr()-Y
-0.9991894960403442,-0.9991096258163452,0.9726436138153076,-0.9639057517051696,-0.968679130077362,-0.9721042513847352,-0.9582310914993286,-0.6989210844039917,-0.995655596256256,-0.9072827696800232,0.9538812041282654,-0.9997735619544984,-0.2387349158525467,-0.9358770847320556,-0.6645137071609497,-0.4338793456554413,-0.9889705777168274,-0.997353196144104,-0.96406090259552,-0.9839358329772948,-0.9985570311546326,0.6528031826019287,-0.999948501586914,-0.924572765827179,-0.9928927421569824,-0.9950588345527648,-0.9998195767402648,-0.8620689511299133,-0.9994681477546692,-0.7826517224311829,-0.9442266821861268,-0.9873541593551636,-0.9589200019836426,-0.9735336899757384,-0.9376627206802368,-0.9381293058395386,-0.9424309730529784,-0.2269737720489502,-1.0,-0.9999296069145204,-0.970399022102356,-0.8971244096755981,0.7098947167396545,-0.9802810549736024,-0.9333333373069764,-0.9846249222755432,-0.6936336159706116,-0.973609983921051,-0.9843063354492188,-0.9997198581695556,-0.6708919405937195,-0.9681860208511353,-0.676849901676178,-0.9157942533493042,-0.99991774559021,-0.9888323545455932,-0.9999712109565736,-0.962944507598877,-0.9999651312828064,-0.963023841381073,-0.9832369685173036,-0.9560078382492064,-0.9843749403953552,-0.6582652926445007,0.4146254062652588,0.2387220859527588,-0.7391766309738159,-0.99974524974823,0.6773691773414612,-0.99968159198761,-0.999662697315216,-0.2507355809211731,-0.2010193914175033,-0.946085810661316,0.0781867802143096,-0.9985988736152648,-0.9869043231010436,-0.9510523080825806,-0.970346987247467,-0.9822338819503784,0.7758792042732239,0.7277533411979675,0.0790976136922836,0.435019314289093,-0.9984816908836364,-0.7632555365562439,-0.92250394821167,-0.7847114205360413,0.0588493831455707,-0.999946117401123,0.8819458484649658,-0.7165031433105469,-0.2191425859928131,-0.9966655969619752,-0.4427390694618225,-0.9859580993652344,-0.9997880458831788,-0.9998969435691832,-0.9496546387672424,-0.9997988939285278,-0.9824559688568116,-1.0,-0.9996827244758606,-0.692085862159729,-0.9997387528419496,-0.720507025718689,-0.1590969711542129,-0.9867724776268004,0.7931174039840698,-0.5083257555961609,-0.9074900150299072,-0.2065989077091217,-0.8461538553237915,-0.2591849863529205,0.3729048371315002,0.0722848549485206,-0.4360491037368774,-0.9939439296722412,-0.9497683048248292,-0.9929646849632264,-0.9787920713424684,-0.751258134841919,-0.9849122762680054,-0.9858400225639344,-0.9954224228858948,-0.5940626263618469,-0.970542848110199,-0.9095327854156494,-0.9939104914665222
-0.63728574,-0.91095939,0.97896539,-0.42683718,-0.23703032,-0.72211317,-0.53389736,-0.62401806,-0.91582368,-0.61888977,0.97316356,-0.96876875,-0.037747834,-0.19371192,0.21122694,-0.5347163,-0.79087209,-0.44525613,-0.32464591,-0.32160634,-0.93588273,0.40460842,-0.84329266,-0.41599943,-0.45635746,-0.44220439,-0.93758721,-0.72413793,-0.77668326,-0.35765263,-0.3862299,-0.79202089,-0.42068142,-0.24848269,-0.36960792,0.032640895,0.0019864571,-0.042662617,-0.94871795,-0.83409402,-0.20315366,-0.43369226,0.63752868,-0.51482954,-0.86666667,-0.36623063,0.23709414,-0.60842339,-0.66337332,-0.95283962,-0.44159443,-0.81383364,0.28576293,-0.99777945,-0.9776917,-0.4519537,-0.84459464,-0.33103784,-0.91382652,-0.49471892,-0.76562796,-0.18565617,-0.7157238,-0.408298,0.045929009,0.11299863,0.25825951,-0.91610845,-0.048194941,-0.97721001,-0.94234664,0.48239013,-0.051568868,-0.52119653,0.11907266,-0.79496304,-0.8858495,-0.6852453,-0.38062553,-0.63420153,0.54519163,0.66016964,0.10913295,0.20358192,-0.95161703,-0.1733199,-0.55485959,-0.89016893,0.79427206,-0.97519604,0.90668741,0.64595004,0.19220879,-0.80202916,0.38165442,-0.75569413,-0.68977311,-0.9488811,-0.56874078,-0.97699519,-0.38341884,-1.0,-0.97730986,-0.20317265,-0.96716473,-0.65054474,-0.11782699,-0.62720295,0.70542227,0.42570858,-0.70129477,-0.04549384,-0.92307692,-0.60685691,0.83211262,0.13295893,0.56073756,-0.96399235,-0.63370743,-0.44379167,-0.63301724,-0.54695768,-0.59614468,-0.72428723,-0.92580764,0.69142459,-0.32098987,-0.5695699,-0.8150009
-0.99988783,-0.99761156,-0.061037005,-0.96238008,-0.98890618,-0.94535915,-0.96051642,-0.81653234,-0.99926142,-0.9649285,-0.087757327,-0.9997095,0.42187595,-0.93132366,0.28895687,-0.93103986,-0.98867233,-0.9745132,-0.96960164,-0.99121855,-0.99627898,0.92077782,-0.99957894,-0.95642319,-0.98016478,-0.97431343,-0.99807394,-1.0,-0.9997617,-0.83701617,-0.90905574,-0.98933631,-0.96095348,-0.99005354,-0.91524334,-0.95522906,-0.95557594,0.45405381,-0.94871795,-0.9998486,-0.98956362,-0.96410052,0.8168244,-0.98849573,-0.93333333,-0.98990141,-0.71991836,-0.95300802,-0.94183707,-0.9996617,-0.9317458,-0.94636741,-0.26197106,-0.56989353,-0.99974947,-0.9907625,-0.99953054,-0.95797124,-0.99993227,-0.96006395,-0.98679054,-0.96121207,-0.9822506,-0.91595321,-0.023393567,-0.2512471,-0.78151557,-0.99730306,0.69420599,-0.99981609,-0.99965341,-0.54795549,0.46375835,-0.95203915,0.84820767,-0.99926595,-0.99501389,-0.94763798,-0.97110827,-0.9383816,0.83130529,0.81278279,0.84489694,0.38611772,-0.99829606,0.020331473,-0.96101823,0.30843672,0.21132136,-0.99986274,-0.14848703,-0.68430751,-0.17217111,-0.99534092,-0.45739138,-0.98828498,-0.99991208,-0.99986486,-0.95774426,-0.99861108,-0.98833915,-0.41331335,-0.99981774,-0.43954704,-0.9986797,-0.81661723,0.059634148,-0.9341204,0.84007281,-0.6230917,-0.95994118,-0.85100574,-1.0,0.5102068,0.4408514,0.84635481,-0.44123198,-0.96992416,-0.94586781,-0.98278571,-0.96062818,-0.23930388,-0.98862751,-0.98395615,-0.99926567,0.065988838,-0.96384449,-0.96290951,-0.96630436
-0.541570782661438,-0.8353255391120911,0.935200572013855,-0.425801008939743,-0.0442781411111354,-0.4733919203281402,-0.4664336144924164,-0.3042612075805664,-0.886352002620697,-0.5189442038536072,0.9222400188446044,-0.825969934463501,-0.2983575165271759,0.0989460200071334,0.0269326251000165,-0.440761923789978,-0.5662263631820679,-0.4005449414253235,-0.2065877765417099,-0.0882149487733841,-0.8209497332572937,0.0806408748030662,-0.7865656018257141,-0.378459095954895,-0.3418589830398559,-0.3118171095848083,-0.910483419895172,-0.6551724076271057,-0.4351483881473541,-0.5171233415603638,-0.3740670680999756,-0.5479579567909241,-0.3801526427268982,-0.1644391268491745,-0.4068316519260406,-0.109554536640644,-0.0888747721910476,-0.2822199761867523,-0.8461538553237915,-0.985721230506897,-0.0613938830792903,-0.4544786810874939,0.3377346098423004,-0.4255957007408142,-0.9333333373069764,-0.0937459394335746,0.7168062925338745,-0.3779796957969665,-0.5961775183677673,-0.8024789690971375,-0.1347112208604812,-0.5195032954216003,0.3243659138679504,-0.8653785586357117,-0.9624478220939636,-0.4924603402614593,-0.7761272192001343,-0.4085605144500732,-0.8500928282737732,-0.4803226888179779,-0.5249505639076233,-0.2591683268547058,-0.6009582281112671,-0.0871596336364746,-0.290567010641098,0.2776847779750824,0.3158450424671173,-0.8832167983055115,0.0661510080099105,-0.8342872262001038,-0.8629956841468811,0.494047611951828,-0.260978490114212,-0.3742504119873047,-0.1294818073511123,-0.8262040019035339,-0.735852837562561,-0.4280501306056976,-0.3975338637828827,-0.5592157244682312,0.4473534226417541,0.3978999853134155,-0.1378479599952697,0.1386611014604568,-0.8306300044059753,0.1067651435732841,-0.4499068260192871,-0.7079038619995117,0.1142212301492691,-0.8551726341247559,0.8559908866882324,0.6015717387199402,0.0883492827415466,-0.8242894411087036,0.3752557635307312,-0.5312924981117249,-0.7628477811813354,-0.9669234752655028,-0.3793242573738098,-0.9920236468315125,-0.2721075117588043,-0.455736368894577,-0.8506179451942444,0.3044121265411377,-0.9872691035270692,-0.3697853684425354,-0.1693969070911407,-0.704088032245636,0.5445057153701782,0.6258008480072021,-0.46662038564682,-0.0716541782021522,-0.7692307829856873,-0.0028952909633517,0.9527936577796936,-0.1256068646907806,0.5728803873062134,-0.9795469045639038,-0.3795738816261291,-0.4527982175350189,-0.3691427409648895,-0.562229573726654,-0.4999642372131347,-0.604267954826355,-0.9089375734329224,-0.6530559062957764,-0.2431906759738922,-0.4848523139953613,-0.7456539869308472
-0.4745981395244598,-0.6855489611625671,0.9507489204406738,-0.5356609225273132,-0.0483750291168689,-0.1158988401293754,-0.6367600560188293,-0.2771416306495666,-0.9274454712867736,-0.6084995269775391,0.9343695044517516,-0.7075232863426208,-0.0911991372704505,-0.3931467235088348,0.1798961460590362,-0.3978440761566162,-0.4950141608715057,-0.4063479602336883,-0.4351433217525482,-0.1951891928911209,-0.8349584341049194,-0.0079790893942117,-0.8226974010467529,-0.4454061090946197,-0.4079519808292389,-0.3758325278759002,-0.8525413274765015,-0.6551724076271057,-0.4396651983261108,-0.5868043303489685,-0.3682601451873779,-0.477340817451477,-0.5440733432769775,-0.0888411402702331,-0.3982839286327362,-0.0717010572552681,-0.073234923183918,-0.0768284127116203,-0.6410256624221802,-0.9871795773506165,-0.0859331488609314,-0.5256366729736328,0.3333248496055603,-0.6016477942466736,-0.9333333373069764,-0.2624200582504272,0.4964854121208191,-0.1798680126667022,-0.4739223718643188,-0.647829532623291,-0.0315147973597049,-0.5687537789344788,0.5797061324119568,-0.9932441115379332,-0.9682965874671936,-0.6061206459999084,-0.7994009852409363,-0.3566572070121765,-0.9141370058059692,-0.5842579007148743,-0.4481517970561981,-0.4106840789318084,-0.4909869730472564,-0.0162520017474889,-0.2473773956298828,0.1364152431488037,0.2863357961177826,-0.9323945045471193,0.0758441686630249,-0.8367577791213989,-0.7128809094429016,0.6291588544845581,-0.0605026371777057,-0.4575211405754089,-0.2346818745136261,-0.8173558115959167,-0.7170221209526062,-0.4498535990715027,-0.5064287781715393,-0.5049800276756287,0.3493272066116333,0.4356927275657654,-0.2368331402540207,0.0341491512954235,-0.8410261273384094,0.1469962745904922,-0.5423558354377747,-0.759691596031189,0.0865627229213714,-0.9071092009544371,0.8641061782836914,0.596780002117157,0.2469022870063781,-0.8246326446533203,0.5691635012626648,-0.4879110455513,-0.695278525352478,-0.960509181022644,-0.4269771575927734,-0.9638711810112,-0.2963626086711883,-0.5798301696777344,-0.8544588685035706,0.1019253879785537,-0.952771782875061,-0.3870602250099182,-0.0305140390992164,-0.4739330410957336,0.5432338118553162,0.6295994520187378,-0.5554347038269043,-0.073585458099842,-0.7692307829856873,-0.2562335431575775,0.8501142859458923,-0.2381011694669723,0.4790860116481781,-0.9876292943954468,-0.4043329060077667,-0.4935558140277862,-0.089102029800415,-0.8559923768043518,-0.6780745387077332,-0.5115561485290527,-0.933885931968689,0.5062053799629211,-0.1830742061138153,-0.56922447681427,-0.537176787853241
-0.017644374,-0.80634064,0.87078032,0.39581291,0.38084445,-0.42706496,0.029832626,-0.064322045,-0.79918168,-0.4057826,0.90133082,-0.51182199,-0.35006897,0.63806896,-0.27538469,-0.56803763,-0.20083794,-0.05395376,0.54290438,0.10189095,-0.7498833,0.20874509,-0.27057903,-0.081536003,0.43389013,0.15195475,-0.75248978,-0.17241379,-0.13322358,-0.34994251,-0.21879409,-0.21795528,0.3363078,0.29576714,-0.21556797,0.35181872,0.41476776,-0.33658143,-0.94871795,-0.89156885,0.33070426,-0.24818153,0.10011218,-0.33929722,-1.0,0.40172901,0.53930296,-0.12024472,-0.27710454,-0.53792819,-0.31423402,-0.68785701,0.76800417,-0.80425172,-0.7388949,0.22432869,-0.33869967,0.034958698,-0.38155805,0.1244648,-0.16510589,-0.098709935,-0.31417908,-0.16265395,-0.46104703,0.31675329,0.91833004,-0.84792057,-0.32606453,-0.59643137,-0.87496613,0.87863367,-0.32195575,-0.36591454,0.1054028,-0.58794576,-0.4491086,-0.44048694,0.49441457,-0.36718069,0.093880755,0.16684688,0.094606523,-0.65123061,-0.89993235,0.084493569,-0.3556075,-0.66819507,0.24094108,-0.67438278,0.85472357,0.42693611,0.088906177,-0.64854784,0.091615154,-0.22030328,-0.3331069,-0.67813663,-0.19164279,-0.93572932,0.3698393,0.11735868,-0.62405227,-0.27501486,-0.90876853,-0.13498993,-0.02351353,-0.57134504,0.17028154,0.52667507,-0.37303714,-0.15144303,-0.92307692,0.010139121,0.61103639,0.10943351,0.77649493,-0.90225055,-0.26574936,0.33854686,-0.22032028,-0.7874634,0.44421061,-0.32625534,-0.81400323,-0.79421133,0.26410526,-0.326839,-0.16940595
-0.6149956583976746,-0.825426459312439,0.9274389743804932,0.1199577376246452,-0.1602113544940948,-0.6190413236618042,-0.1842032372951507,-0.4378261566162109,-0.613415002822876,-0.1195523589849472,0.9364423155784608,-0.8819584250450134,-0.2657282054424286,0.460982471704483,-0.1551901251077652,-0.5704336166381836,-0.6410866975784302,-0.2224838137626648,0.1755715161561966,-0.1667778939008712,-0.8117429614067078,0.2249093055725097,-0.5137628316879272,-0.0830529928207397,0.0772149637341499,-0.0790226981043815,-0.8966802358627319,-0.7931034564971924,-0.6580602526664734,-0.4411483705043793,-0.0175558812916278,-0.5878341197967529,0.046474527567625,-0.1169295683503151,0.0367841757833957,-0.0683332309126854,0.0156729035079479,-0.2505586743354797,-1.0,-0.7727962136268616,-0.1262316256761551,-0.0529946908354759,0.487205445766449,-0.2829144895076751,-1.0,-0.0391735881567001,0.5440983176231384,-0.3895571231842041,-0.5549870133399963,-0.8604156374931335,-0.307000994682312,-0.774489164352417,0.513043224811554,-0.8956800699234009,-0.8959227204322815,0.0007551251910626,-0.5489960312843323,-0.0876944959163665,-0.6794766783714294,-0.2054698020219802,-0.4969341456890106,-0.386107474565506,-0.5077995657920837,-0.1972797960042953,-0.0473630204796791,0.2549023628234863,0.65773606300354,-0.8894972801208496,-0.052033681422472,-0.9067225456237792,-0.8912441730499268,0.7035631537437439,-0.2309911847114563,-0.1982131451368332,-0.1442044228315353,-0.809279203414917,-0.7191928029060364,-0.5306788682937622,0.1570597290992736,-0.5886116623878479,0.1400885134935379,0.5815784931182861,-0.153259664773941,-0.4916154444217682,-0.9213984608650208,-0.4394982457160949,-0.1469548940658569,-0.7299047112464905,-0.6002975702285767,-0.6204450130462646,0.899177610874176,0.5338431596755981,0.0726130530238151,-0.3642269074916839,0.30902761220932,-0.5458260178565979,-0.7659628987312317,-0.8426020741462708,-0.2653028666973114,-0.8893998265266418,-0.0175713840872049,-0.2698139548301697,-0.915244460105896,-0.0656490176916122,-0.8872398734092712,-0.5360724925994873,-0.382273405790329,-0.5714929103851318,-0.1725144684314727,0.5250417590141296,-0.1306247860193252,-0.3580945432186126,-0.9230769276618958,-0.0222251806408166,0.2234598100185394,-0.1374509036540985,0.6720730662345886,-0.9048773646354676,-0.3890413641929626,0.1253594607114792,-0.3958538770675659,-0.8081782460212708,-0.1153828576207161,-0.5048713684082031,-0.6086741089820862,0.0547225661575794,-0.0561747327446937,-0.1038400009274482,-0.727383017539978
-0.9998763203620912,-0.9990625977516174,0.9572325348854064,-0.9890375137329102,-0.9868797659873962,-0.9534592628479004,-0.990981101989746,-0.4767703711986542,-0.9999752640724182,-0.9947765469551086,0.9374982714653016,-0.9997177720069884,-0.2049376666545868,-0.9419813752174376,-0.3909673988819122,-0.4062694311141968,-0.9929451942443848,-0.997588574886322,-0.9882725477218628,-0.996462106704712,-0.999974012374878,0.5010484457015991,-0.9999868273735046,-0.9933769106864928,-0.9974958896636964,-0.9974275827407836,-0.9999570846557616,-1.0,-0.9998912215232848,-0.8839240670204163,-0.9936320185661316,-0.9936317801475524,-0.9909247159957886,-0.9906896352767944,-0.993691086769104,-0.9869165420532228,-0.9865702986717224,-0.1863270848989486,-1.0,-0.9999884963035583,-0.9893054366111756,-0.9940462112426758,0.4741895198822021,-0.9958746433258056,-0.6666666865348816,-0.9952149987220764,-0.7554332613945007,-0.97344571352005,-0.9933295845985411,-0.9997652173042296,-0.4999505877494812,-0.9978212714195251,-0.7646030187606812,-0.9453879594802856,-0.9999722242355348,-0.9937209486961364,-0.999990463256836,-0.9865420460700988,-0.99996155500412,-0.99172705411911,-0.992061197757721,-0.988921582698822,-0.9970716834068298,-0.5326642990112305,-0.2458607256412506,0.2103626132011413,-0.9461822509765624,-0.9999545812606812,0.6887341737747192,-0.9999335408210754,-0.999924898147583,-0.7501740455627441,-0.1580358147621154,-0.9954822063446044,-0.2229217141866684,-0.9999063014984132,-0.9926543235778807,-0.9968101382255554,-0.9914209246635436,-0.9927839040756226,0.8289337754249573,0.4655337333679199,-0.2241402566432953,-0.0702560096979141,-0.999981701374054,0.0552661046385765,-0.99472975730896,-0.7248485684394836,-0.4328113198280334,-0.999965488910675,0.8657704591751099,-0.8750963807106018,0.1856165677309036,-0.9999489188194276,-0.7177413105964661,-0.9924107193946838,-0.9999019503593444,-0.9999808669090272,-0.9952873587608336,-0.9999663829803468,-0.9946248531341552,-0.8233927488327026,-0.9999239444732666,-0.6016892790794373,-0.9999409914016724,-0.4712840914726257,0.1533528864383697,-0.9953845143318176,0.8430719971656799,-0.6558679938316345,-0.9950641989707948,0.2976883947849273,-1.0,0.0157151520252227,-0.5212315917015076,-0.2208884209394455,-0.8430066108703613,-0.9945878982543944,-0.9959056377410888,-0.9976497888565063,-0.9650196433067322,-0.6939094066619873,-0.9932445287704468,-0.9970556497573853,-0.9999755024909972,-0.6941663026809692,-0.9886492490768432,-0.9944915771484376,-0.9954246282577516
-0.9995731115341188,-0.9994171857833862,0.9619216918945312,-0.980613887310028,-0.9726521372795104,-0.9720642566680908,-0.984260320663452,-0.4005424678325653,-0.9986712336540222,-0.9584454894065856,0.9430402517318726,-0.9997707605361938,-0.2744993269443512,-0.9298109412193298,-0.7997550964355469,0.0023435140028595,-0.9823868870735168,-0.9972336888313292,-0.9741452932357788,-0.9896949529647828,-0.999399960041046,0.1850776076316833,-0.9999295473098756,-0.9099881052970886,-0.9911264777183532,-0.9945533275604248,-0.9995931386947632,-1.0,-0.9994567036628724,-0.8714666366577148,-0.9586743116378784,-0.984843373298645,-0.9827508330345154,-0.9814969897270204,-0.9578763842582704,-0.9854977130889891,-0.9829989075660706,-0.2581112682819366,-1.0,-0.9995548129081726,-0.9775228500366212,-0.9522439241409302,0.3986122906208038,-0.98343825340271,-1.0,-0.9858632683753968,-0.6459129452705383,-0.978808343410492,-0.9741872549057008,-0.9997392296791076,-0.1731695681810379,-0.9848793745040894,-0.4757625162601471,-0.8888460993766785,-0.9997479915618896,-0.9838438034057616,-0.9999887347221376,-0.9881220459938048,-0.9999516606330872,-0.984171986579895,-0.9829240441322328,-0.9908498525619508,-0.9849352836608888,-0.2456064075231552,0.3124504089355469,0.2601040005683899,-0.9461822509765624,-0.999508023262024,0.6914553046226501,-0.9997195601463318,-0.9997240900993348,-0.4285587668418884,-0.2296437323093414,-0.952459156513214,-0.0928767547011375,-0.9997642040252686,-0.9913868308067322,-0.9734981060028076,-0.9828943610191344,-0.9742346405982972,0.8222013115882874,0.3915205299854278,-0.0934971272945404,-0.2167268246412277,-0.9994114637374878,0.5443837642669678,-0.9544305801391602,-0.7466315627098083,-0.2861936390399933,-0.9997459650039672,0.8708392381668091,-0.6004509925842285,0.1599193960428238,-0.9983548521995544,-0.4062082767486572,-0.9833211302757264,-0.9999170899391174,-0.9999065399169922,-0.9687427878379822,-0.9982996582984924,-0.9807498455047609,-1.0,-0.9997211694717408,0.1309038400650024,-0.9983441829681396,-0.3964028656482696,0.1659071445465088,-0.9810994863510132,0.7186927795410156,-0.4048429429531097,-0.9458111524581908,-0.2236852049827575,-1.0,-0.126178964972496,0.1356807500123977,-0.0936198830604553,-0.4279848337173462,-0.993520975112915,-0.9680764079093932,-0.989487886428833,-0.9813965559005736,-0.9395898580551147,-0.9786780476570128,-0.9854483604431152,-0.9988433122634888,0.8786703944206238,-0.980715811252594,-0.9455227255821228,-0.987532377243042
-0.7693374752998352,-0.749554455280304,0.8552156686782837,-0.3042217493057251,-0.2970761060714721,-0.3540187180042267,-0.3602229356765747,-0.6357696652412415,-0.8601064682006836,-0.5122537612915039,0.8503177165985107,-0.908312439918518,-0.3476483821868896,-0.0146182253956794,0.2930440902709961,-0.569941520690918,-0.6559679508209229,-0.245961993932724,-0.1609774231910705,-0.3470123708248138,-0.8076379895210266,0.4280013740062713,-0.7311422824859619,-0.3082822859287262,-0.292320042848587,-0.2548307776451111,-0.8563910722732544,-0.931034505367279,-0.8483709692955017,-0.3739231824874878,-0.3051992356777191,-0.6519573926925659,-0.2439021468162536,-0.4085882902145386,-0.3284004330635071,-0.1503520309925079,-0.1529982239007949,-0.3508257269859314,-0.7435897588729858,-0.9623762965202332,-0.3543471395969391,-0.3369501531124115,0.6553446650505066,-0.4974924027919769,-0.9333333373069764,-0.3337931931018829,0.5142600536346436,-0.3360242843627929,-0.4826843440532684,-0.8559831380844116,-0.4606561660766601,-0.4466494619846344,0.597650408744812,-0.7859958410263062,-0.9452713131904602,-0.5605140924453735,-0.7129260897636414,-0.4156619310379028,-0.8478594422340393,-0.3801630437374115,-0.5976372361183167,-0.4195139706134796,-0.6124231815338135,-0.4335260689258575,-0.0247667822986841,0.3271792531013489,0.4734948575496673,-0.8360598683357239,0.1105161383748054,-0.971855640411377,-0.8152514696121216,0.4794450104236603,-0.3333952128887176,-0.3935500681400299,-0.2587203085422516,-0.851163387298584,-0.7830347418785095,-0.4128393828868866,-0.2454774230718612,-0.4759356081485748,0.4221602976322174,0.6897163391113281,-0.2779184877872467,-0.2183147966861724,-0.8069731593132019,-0.203889861702919,-0.4568693935871124,-0.57334303855896,0.0828634425997734,-0.9450590014457704,0.7923889756202698,0.7222185134887695,0.1455474346876144,-0.7856149673461914,0.2508838176727295,-0.6382766366004944,-0.795845627784729,-0.963444709777832,-0.4341102242469787,-0.9265336394309998,-0.3374832272529602,-0.1672563850879669,-0.9693393707275392,0.3968993425369262,-0.9225314855575562,-0.6743152141571045,-0.3880080282688141,-0.4652182161808014,0.4833956658840179,0.5354015827178955,-0.5653741955757141,-0.1500832736492157,-0.9230769276618958,0.3904435932636261,0.8748543858528137,-0.2444258630275726,0.5599760413169861,-0.9493038058280944,-0.3582307696342468,-0.3039911389350891,-0.5410550832748413,-0.7330928444862366,-0.5874266028404236,-0.6145126819610596,-0.8736147284507751,0.3983300626277923,-0.2146473377943039,-0.4631054997444153,-0.5797953009605408
